event_id,timestamp,source_ip,destination_ip,protocol,attack_type,attack_category,confidence,risk_level,status,priority_score
E-49183,2026-06-11 22:57:13,192.168.1.182,10.0.0.42,TCP,Scanning,탐색형 공격,0.9763,Medium,관찰 필요,84
E-47920,2026-06-11 22:57:11,192.168.1.119,10.0.0.29,TCP,XSS,웹 공격,0.9525,High,확인 필요,95
E-48953,2026-06-11 22:56:56,192.168.1.152,10.0.0.12,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-46838,2026-06-11 22:56:51,192.168.1.137,10.0.0.47,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-45751,2026-06-11 22:56:49,192.168.1.150,10.0.0.10,TCP,Reconnaissance,탐색형 공격,0.9962,Medium,관찰 필요,84
E-47388,2026-06-11 22:56:44,192.168.1.187,10.0.0.47,TCP,Password,인증 공격,1.0,High,확인 필요,100
E-45457,2026-06-11 22:56:00,192.168.1.156,10.0.0.16,TCP,Reconnaissance,탐색형 공격,0.9983,Medium,관찰 필요,84
E-45570,2026-06-11 22:55:47,192.168.1.169,10.0.0.29,TCP,Reconnaissance,탐색형 공격,0.997,Medium,관찰 필요,84
E-48753,2026-06-11 22:55:37,192.168.1.152,10.0.0.12,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-46919,2026-06-11 22:55:27,192.168.1.118,10.0.0.28,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-46534,2026-06-11 22:55:15,192.168.1.133,10.0.0.43,TCP,Injection,웹 공격,0.9626,High,확인 필요,96
E-46769,2026-06-11 22:55:01,192.168.1.168,10.0.0.28,TCP,Injection,웹 공격,0.9986,High,확인 필요,100
E-49508,2026-06-11 22:54:48,192.168.1.107,10.0.0.17,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-47837,2026-06-11 22:54:25,192.168.1.136,10.0.0.46,TCP,Injection,웹 공격,0.9988,High,확인 필요,100
E-46120,2026-06-11 22:53:57,192.168.1.119,10.0.0.29,TCP,Password,인증 공격,1.0,High,확인 필요,100
E-47316,2026-06-11 22:53:51,192.168.1.115,10.0.0.25,TCP,Reconnaissance,탐색형 공격,0.9843,Medium,관찰 필요,84
E-47671,2026-06-11 22:53:48,192.168.1.170,10.0.0.30,TCP,Password,인증 공격,0.9998,High,확인 필요,100
E-49654,2026-06-11 22:53:34,192.168.1.153,10.0.0.13,TCP,Injection,웹 공격,0.958,High,확인 필요,96
E-46560,2026-06-11 22:53:26,192.168.1.159,10.0.0.19,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-47221,2026-06-11 22:53:08,192.168.1.120,10.0.0.30,TCP,Reconnaissance,탐색형 공격,0.9919,Medium,관찰 필요,84
E-45072,2026-06-11 22:53:05,192.168.1.171,10.0.0.31,TCP,Benign,정상 트래픽,0.9153,Low,정상,5
E-45246,2026-06-11 22:52:59,192.168.1.145,10.0.0.55,TCP,Injection,웹 공격,0.9507,High,확인 필요,95
E-48015,2026-06-11 22:52:30,192.168.1.114,10.0.0.24,TCP,XSS,웹 공격,0.9989,High,확인 필요,100
E-46117,2026-06-11 22:52:22,192.168.1.116,10.0.0.26,TCP,Scanning,탐색형 공격,0.9749,Medium,관찰 필요,84
E-49886,2026-06-11 22:52:15,192.168.1.185,10.0.0.45,TCP,Benign,정상 트래픽,0.898,Low,정상,5
E-49936,2026-06-11 22:51:50,192.168.1.135,10.0.0.45,TCP,XSS,웹 공격,0.9608,High,확인 필요,96
E-45101,2026-06-11 22:51:38,192.168.1.100,10.0.0.10,TCP,Scanning,탐색형 공격,0.9825,Medium,관찰 필요,84
E-45464,2026-06-11 22:51:18,192.168.1.163,10.0.0.23,TCP,XSS,웹 공격,0.9451,High,확인 필요,95
E-48839,2026-06-11 22:50:59,192.168.1.138,10.0.0.48,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-47430,2026-06-11 22:50:52,192.168.1.129,10.0.0.39,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-47024,2026-06-11 22:50:09,192.168.1.123,10.0.0.33,TCP,Scanning,탐색형 공격,0.9645,Medium,관찰 필요,84
E-47290,2026-06-11 22:49:53,192.168.1.189,10.0.0.49,TCP,Injection,웹 공격,0.9996,High,확인 필요,100
E-46262,2026-06-11 22:49:46,192.168.1.161,10.0.0.21,TCP,Reconnaissance,탐색형 공격,0.9938,Medium,관찰 필요,84
E-47378,2026-06-11 22:49:24,192.168.1.177,10.0.0.37,TCP,Reconnaissance,탐색형 공격,0.9455,Medium,관찰 필요,84
E-48822,2026-06-11 22:49:22,192.168.1.121,10.0.0.31,TCP,Injection,웹 공격,0.9962,High,확인 필요,100
E-48409,2026-06-11 22:49:12,192.168.1.108,10.0.0.18,TCP,Injection,웹 공격,1.0,High,확인 필요,100
E-46422,2026-06-11 22:49:10,192.168.1.121,10.0.0.31,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-46650,2026-06-11 22:49:00,192.168.1.149,10.0.0.59,TCP,Scanning,탐색형 공격,0.9849,Medium,관찰 필요,84
E-49944,2026-06-11 22:48:36,192.168.1.143,10.0.0.53,TCP,Reconnaissance,탐색형 공격,0.9886,Medium,관찰 필요,84
E-48405,2026-06-11 22:47:58,192.168.1.104,10.0.0.14,TCP,Password,인증 공격,0.9884,High,확인 필요,99
E-48134,2026-06-11 22:47:58,192.168.1.133,10.0.0.43,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-46860,2026-06-11 22:47:40,192.168.1.159,10.0.0.19,TCP,Reconnaissance,탐색형 공격,0.9399,Medium,관찰 필요,84
E-49322,2026-06-11 22:46:59,192.168.1.121,10.0.0.31,TCP,XSS,웹 공격,0.9998,High,확인 필요,100
E-45160,2026-06-11 22:45:49,192.168.1.159,10.0.0.19,TCP,Benign,정상 트래픽,0.9331,Low,정상,5
E-47866,2026-06-11 22:45:38,192.168.1.165,10.0.0.25,TCP,Scanning,탐색형 공격,0.9666,Medium,관찰 필요,84
E-48625,2026-06-11 22:45:29,192.168.1.124,10.0.0.34,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-47012,2026-06-11 22:45:08,192.168.1.111,10.0.0.21,TCP,Benign,정상 트래픽,0.8885,Low,정상,5
E-49528,2026-06-11 22:44:59,192.168.1.127,10.0.0.37,TCP,Injection,웹 공격,0.9423,High,확인 필요,94
E-47843,2026-06-11 22:44:41,192.168.1.142,10.0.0.52,TCP,Password,인증 공격,0.9999,High,확인 필요,100
E-46112,2026-06-11 22:44:37,192.168.1.111,10.0.0.21,TCP,Scanning,탐색형 공격,0.9948,Medium,관찰 필요,84
E-45613,2026-06-11 22:44:03,192.168.1.112,10.0.0.22,TCP,Reconnaissance,탐색형 공격,0.9489,Medium,관찰 필요,84
E-46219,2026-06-11 22:43:57,192.168.1.118,10.0.0.28,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-48373,2026-06-11 22:43:48,192.168.1.172,10.0.0.32,TCP,Benign,정상 트래픽,0.9595,Low,정상,5
E-48927,2026-06-11 22:43:47,192.168.1.126,10.0.0.36,TCP,Password,인증 공격,0.9975,High,확인 필요,100
E-46457,2026-06-11 22:42:46,192.168.1.156,10.0.0.16,TCP,Injection,웹 공격,0.9513,High,확인 필요,95
E-46169,2026-06-11 22:42:44,192.168.1.168,10.0.0.28,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-48224,2026-06-11 22:42:39,192.168.1.123,10.0.0.33,TCP,Injection,웹 공격,0.8857,High,확인 필요,89
E-48605,2026-06-11 22:42:07,192.168.1.104,10.0.0.14,TCP,Injection,웹 공격,1.0,High,확인 필요,100
E-48467,2026-06-11 22:41:46,192.168.1.166,10.0.0.26,TCP,Reconnaissance,탐색형 공격,0.9907,Medium,관찰 필요,84
E-45360,2026-06-11 22:41:27,192.168.1.159,10.0.0.19,TCP,Scanning,탐색형 공격,0.9687,Medium,관찰 필요,84
E-48843,2026-06-11 22:41:13,192.168.1.142,10.0.0.52,TCP,Password,인증 공격,0.9971,High,확인 필요,100
E-46450,2026-06-11 22:40:34,192.168.1.149,10.0.0.59,TCP,Reconnaissance,탐색형 공격,0.995,Medium,관찰 필요,84
E-47563,2026-06-11 22:40:32,192.168.1.162,10.0.0.22,TCP,XSS,웹 공격,0.9315,High,확인 필요,93
E-47859,2026-06-11 22:40:03,192.168.1.158,10.0.0.18,TCP,Injection,웹 공격,0.9355,High,확인 필요,94
E-46443,2026-06-11 22:39:56,192.168.1.142,10.0.0.52,TCP,Scanning,탐색형 공격,0.9979,Medium,관찰 필요,84
E-45430,2026-06-11 22:39:53,192.168.1.129,10.0.0.39,TCP,Reconnaissance,탐색형 공격,0.9602,Medium,관찰 필요,84
E-48858,2026-06-11 22:39:41,192.168.1.157,10.0.0.17,TCP,Reconnaissance,탐색형 공격,0.9928,Medium,관찰 필요,84
E-45499,2026-06-11 22:39:22,192.168.1.198,10.0.0.58,TCP,Reconnaissance,탐색형 공격,0.9495,Medium,관찰 필요,84
E-49773,2026-06-11 22:38:48,192.168.1.172,10.0.0.32,TCP,Reconnaissance,탐색형 공격,0.9423,Medium,관찰 필요,84
E-46460,2026-06-11 22:38:42,192.168.1.159,10.0.0.19,TCP,Password,인증 공격,0.9999,High,확인 필요,100
E-46904,2026-06-11 22:38:35,192.168.1.103,10.0.0.13,TCP,Password,인증 공격,1.0,High,확인 필요,100
E-47586,2026-06-11 22:37:56,192.168.1.185,10.0.0.45,TCP,Reconnaissance,탐색형 공격,0.9922,Medium,관찰 필요,84
E-46078,2026-06-11 22:37:11,192.168.1.177,10.0.0.37,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-49648,2026-06-11 22:36:47,192.168.1.147,10.0.0.57,TCP,Injection,웹 공격,0.977,High,확인 필요,98
E-45855,2026-06-11 22:36:44,192.168.1.154,10.0.0.14,TCP,Scanning,탐색형 공격,0.9976,Medium,관찰 필요,84
E-49023,2026-06-11 22:36:18,192.168.1.122,10.0.0.32,TCP,Reconnaissance,탐색형 공격,0.6659,Medium,관찰 필요,67
E-46885,2026-06-11 22:35:51,192.168.1.184,10.0.0.44,TCP,Injection,웹 공격,0.9448,High,확인 필요,94
E-46987,2026-06-11 22:35:48,192.168.1.186,10.0.0.46,TCP,Benign,정상 트래픽,0.8751,Low,정상,5
E-46089,2026-06-11 22:35:48,192.168.1.188,10.0.0.48,TCP,Reconnaissance,탐색형 공격,0.9667,Medium,관찰 필요,84
E-45022,2026-06-11 22:34:55,192.168.1.121,10.0.0.31,TCP,Scanning,탐색형 공격,0.9824,Medium,관찰 필요,84
E-46805,2026-06-11 22:34:54,192.168.1.104,10.0.0.14,TCP,Password,인증 공격,0.9995,High,확인 필요,100
E-46155,2026-06-11 22:34:49,192.168.1.154,10.0.0.14,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-46602,2026-06-11 22:34:40,192.168.1.101,10.0.0.11,TCP,Scanning,탐색형 공격,0.9982,Medium,관찰 필요,84
E-45181,2026-06-11 22:34:39,192.168.1.180,10.0.0.40,TCP,Injection,웹 공격,0.9848,High,확인 필요,98
E-49659,2026-06-11 22:34:07,192.168.1.158,10.0.0.18,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-45184,2026-06-11 22:34:06,192.168.1.183,10.0.0.43,TCP,XSS,웹 공격,0.9289,High,확인 필요,93
E-49439,2026-06-11 22:34:05,192.168.1.138,10.0.0.48,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-49619,2026-06-11 22:33:55,192.168.1.118,10.0.0.28,TCP,Reconnaissance,탐색형 공격,0.9493,Medium,관찰 필요,84
E-47021,2026-06-11 22:33:12,192.168.1.120,10.0.0.30,TCP,XSS,웹 공격,0.9601,High,확인 필요,96
E-48739,2026-06-11 22:32:52,192.168.1.138,10.0.0.48,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-49977,2026-06-11 22:32:41,192.168.1.176,10.0.0.36,TCP,Scanning,탐색형 공격,0.9887,Medium,관찰 필요,84
E-49809,2026-06-11 22:32:12,192.168.1.108,10.0.0.18,TCP,Benign,정상 트래픽,0.5825,Low,정상,5
E-46359,2026-06-11 22:32:10,192.168.1.158,10.0.0.18,TCP,Reconnaissance,탐색형 공격,0.9834,Medium,관찰 필요,84
E-48864,2026-06-11 22:32:04,192.168.1.163,10.0.0.23,TCP,Reconnaissance,탐색형 공격,0.9427,Medium,관찰 필요,84
E-48424,2026-06-11 22:31:57,192.168.1.123,10.0.0.33,TCP,Reconnaissance,탐색형 공격,0.9312,Medium,관찰 필요,84
E-46941,2026-06-11 22:31:46,192.168.1.140,10.0.0.50,TCP,Reconnaissance,탐색형 공격,0.9974,Medium,관찰 필요,84
E-49626,2026-06-11 22:31:40,192.168.1.125,10.0.0.35,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-46464,2026-06-11 22:31:39,192.168.1.163,10.0.0.23,TCP,XSS,웹 공격,0.9548,High,확인 필요,95
E-48358,2026-06-11 22:31:34,192.168.1.157,10.0.0.17,TCP,Benign,정상 트래픽,0.9229,Low,정상,5
E-49221,2026-06-11 22:31:24,192.168.1.120,10.0.0.30,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-46951,2026-06-11 22:31:24,192.168.1.150,10.0.0.10,TCP,XSS,웹 공격,0.9999,High,확인 필요,100
E-45508,2026-06-11 22:31:02,192.168.1.107,10.0.0.17,TCP,XSS,웹 공격,0.8508,High,확인 필요,85
E-47044,2026-06-11 22:30:51,192.168.1.143,10.0.0.53,TCP,Reconnaissance,탐색형 공격,0.9874,Medium,관찰 필요,84
E-45717,2026-06-11 22:30:24,192.168.1.116,10.0.0.26,TCP,Injection,웹 공격,0.9476,High,확인 필요,95
E-46153,2026-06-11 22:30:17,192.168.1.152,10.0.0.12,TCP,Injection,웹 공격,1.0,High,확인 필요,100
E-49670,2026-06-11 22:29:56,192.168.1.169,10.0.0.29,TCP,Reconnaissance,탐색형 공격,0.9484,Medium,관찰 필요,84
E-46418,2026-06-11 22:29:55,192.168.1.117,10.0.0.27,TCP,Benign,정상 트래픽,0.8048,Low,정상,5
E-45169,2026-06-11 22:29:28,192.168.1.168,10.0.0.28,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-49918,2026-06-11 22:28:55,192.168.1.117,10.0.0.27,TCP,Scanning,탐색형 공격,0.9862,Medium,관찰 필요,84
E-46891,2026-06-11 22:28:41,192.168.1.190,10.0.0.50,TCP,Scanning,탐색형 공격,0.9983,Medium,관찰 필요,84
E-45458,2026-06-11 22:28:24,192.168.1.157,10.0.0.17,TCP,Password,인증 공격,0.9998,High,확인 필요,100
E-49392,2026-06-11 22:27:16,192.168.1.191,10.0.0.51,TCP,Password,인증 공격,1.0,High,확인 필요,100
E-49987,2026-06-11 22:27:09,192.168.1.186,10.0.0.46,TCP,Scanning,탐색형 공격,0.9818,Medium,관찰 필요,84
E-49638,2026-06-11 22:27:08,192.168.1.137,10.0.0.47,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-49031,2026-06-11 22:26:40,192.168.1.130,10.0.0.40,TCP,Password,인증 공격,0.9998,High,확인 필요,100
E-48743,2026-06-11 22:26:23,192.168.1.142,10.0.0.52,TCP,Injection,웹 공격,1.0,High,확인 필요,100
E-46144,2026-06-11 22:26:22,192.168.1.143,10.0.0.53,TCP,Injection,웹 공격,0.9551,High,확인 필요,96
E-49082,2026-06-11 22:25:57,192.168.1.181,10.0.0.41,TCP,Injection,웹 공격,0.9409,High,확인 필요,94
E-49664,2026-06-11 22:25:45,192.168.1.163,10.0.0.23,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-45462,2026-06-11 22:25:03,192.168.1.161,10.0.0.21,TCP,Reconnaissance,탐색형 공격,0.9393,Medium,관찰 필요,84
E-45540,2026-06-11 22:24:43,192.168.1.139,10.0.0.49,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-49978,2026-06-11 22:23:49,192.168.1.177,10.0.0.37,TCP,Benign,정상 트래픽,0.9849,Low,정상,5
E-48967,2026-06-11 22:23:30,192.168.1.166,10.0.0.26,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-48356,2026-06-11 22:23:21,192.168.1.155,10.0.0.15,TCP,Reconnaissance,탐색형 공격,0.9239,Medium,관찰 필요,84
E-49253,2026-06-11 22:23:07,192.168.1.152,10.0.0.12,TCP,Injection,웹 공격,0.9978,High,확인 필요,100
E-47529,2026-06-11 22:23:02,192.168.1.128,10.0.0.38,TCP,Benign,정상 트래픽,0.9989,Low,정상,5
E-47413,2026-06-11 22:22:43,192.168.1.112,10.0.0.22,TCP,Benign,정상 트래픽,0.9996,Low,정상,5
E-45974,2026-06-11 22:22:08,192.168.1.173,10.0.0.33,TCP,Reconnaissance,탐색형 공격,0.9998,Medium,관찰 필요,84
E-46662,2026-06-11 22:21:48,192.168.1.161,10.0.0.21,TCP,Reconnaissance,탐색형 공격,0.9898,Medium,관찰 필요,84
E-48665,2026-06-11 22:21:46,192.168.1.164,10.0.0.24,TCP,Scanning,탐색형 공격,0.9957,Medium,관찰 필요,84
E-47072,2026-06-11 22:21:20,192.168.1.171,10.0.0.31,TCP,Reconnaissance,탐색형 공격,0.8865,Medium,관찰 필요,84
E-47210,2026-06-11 22:20:36,192.168.1.109,10.0.0.19,TCP,Reconnaissance,탐색형 공격,0.9473,Medium,관찰 필요,84
E-49781,2026-06-11 22:20:34,192.168.1.180,10.0.0.40,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-45938,2026-06-11 22:20:31,192.168.1.137,10.0.0.47,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-49130,2026-06-11 22:20:20,192.168.1.129,10.0.0.39,TCP,Reconnaissance,탐색형 공격,0.9952,Medium,관찰 필요,84
E-46933,2026-06-11 22:19:48,192.168.1.132,10.0.0.42,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-49104,2026-06-11 22:19:32,192.168.1.103,10.0.0.13,TCP,Reconnaissance,탐색형 공격,0.9655,Medium,관찰 필요,84
E-45860,2026-06-11 22:19:21,192.168.1.159,10.0.0.19,TCP,Reconnaissance,탐색형 공격,0.9983,Medium,관찰 필요,84
E-48374,2026-06-11 22:18:58,192.168.1.173,10.0.0.33,TCP,Password,인증 공격,0.9999,High,확인 필요,100
E-47476,2026-06-11 22:18:36,192.168.1.175,10.0.0.35,TCP,Reconnaissance,탐색형 공격,0.9912,Medium,관찰 필요,84
E-45140,2026-06-11 22:18:36,192.168.1.139,10.0.0.49,TCP,Reconnaissance,탐색형 공격,0.9511,Medium,관찰 필요,84
E-49843,2026-06-11 22:18:31,192.168.1.142,10.0.0.52,TCP,Password,인증 공격,0.9973,High,확인 필요,100
E-47682,2026-06-11 22:18:26,192.168.1.181,10.0.0.41,TCP,Scanning,탐색형 공격,0.9815,Medium,관찰 필요,84
E-49295,2026-06-11 22:18:04,192.168.1.194,10.0.0.54,TCP,Injection,웹 공격,0.9997,High,확인 필요,100
E-48235,2026-06-11 22:18:04,192.168.1.134,10.0.0.44,TCP,Injection,웹 공격,0.998,High,확인 필요,100
E-49492,2026-06-11 22:17:29,192.168.1.191,10.0.0.51,TCP,XSS,웹 공격,1.0,High,확인 필요,100
E-45191,2026-06-11 22:17:10,192.168.1.190,10.0.0.50,TCP,Injection,웹 공격,0.9608,High,확인 필요,96
E-48420,2026-06-11 22:17:07,192.168.1.119,10.0.0.29,TCP,Reconnaissance,탐색형 공격,0.9289,Medium,관찰 필요,84
E-47709,2026-06-11 22:17:03,192.168.1.108,10.0.0.18,TCP,Scanning,탐색형 공격,0.958,Medium,관찰 필요,84
E-47104,2026-06-11 22:16:40,192.168.1.103,10.0.0.13,TCP,Reconnaissance,탐색형 공격,0.9931,Medium,관찰 필요,84
E-46421,2026-06-11 22:16:15,192.168.1.120,10.0.0.30,TCP,Scanning,탐색형 공격,0.9574,Medium,관찰 필요,84
E-46105,2026-06-11 22:16:14,192.168.1.104,10.0.0.14,TCP,XSS,웹 공격,0.9991,High,확인 필요,100
E-45284,2026-06-11 22:16:04,192.168.1.183,10.0.0.43,TCP,XSS,웹 공격,0.9999,High,확인 필요,100
E-47972,2026-06-11 22:15:49,192.168.1.171,10.0.0.31,TCP,XSS,웹 공격,0.6729,High,확인 필요,85
E-47407,2026-06-11 22:15:48,192.168.1.106,10.0.0.16,TCP,Scanning,탐색형 공격,0.8953,Medium,관찰 필요,84
E-49516,2026-06-11 22:15:46,192.168.1.115,10.0.0.25,TCP,Benign,정상 트래픽,0.7142,Low,정상,5
E-45315,2026-06-11 22:15:20,192.168.1.114,10.0.0.24,TCP,Injection,웹 공격,0.996,High,확인 필요,100
E-49634,2026-06-11 22:15:03,192.168.1.133,10.0.0.43,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-47473,2026-06-11 22:15:02,192.168.1.172,10.0.0.32,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-45902,2026-06-11 22:14:59,192.168.1.101,10.0.0.11,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-47199,2026-06-11 22:14:37,192.168.1.198,10.0.0.58,TCP,Benign,정상 트래픽,0.9999,Low,정상,5
E-46386,2026-06-11 22:14:00,192.168.1.185,10.0.0.45,TCP,Password,인증 공격,1.0,High,확인 필요,100
E-46524,2026-06-11 22:13:47,192.168.1.123,10.0.0.33,TCP,XSS,웹 공격,0.9513,High,확인 필요,95
E-45113,2026-06-11 22:13:44,192.168.1.112,10.0.0.22,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-46796,2026-06-11 22:13:36,192.168.1.195,10.0.0.55,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-46088,2026-06-11 22:13:25,192.168.1.187,10.0.0.47,TCP,Reconnaissance,탐색형 공격,0.9553,Medium,관찰 필요,84
E-46392,2026-06-11 22:13:15,192.168.1.191,10.0.0.51,TCP,XSS,웹 공격,0.9603,High,확인 필요,96
E-45187,2026-06-11 22:13:10,192.168.1.186,10.0.0.46,TCP,Benign,정상 트래픽,0.8854,Low,정상,5
E-49679,2026-06-11 22:12:32,192.168.1.178,10.0.0.38,TCP,Reconnaissance,탐색형 공격,0.9498,Medium,관찰 필요,84
E-49716,2026-06-11 22:11:33,192.168.1.115,10.0.0.25,TCP,Reconnaissance,탐색형 공격,0.9936,Medium,관찰 필요,84
E-46909,2026-06-11 22:11:33,192.168.1.108,10.0.0.18,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-49400,2026-06-11 22:11:10,192.168.1.199,10.0.0.59,TCP,Scanning,탐색형 공격,0.9755,Medium,관찰 필요,84
E-45684,2026-06-11 22:10:57,192.168.1.183,10.0.0.43,TCP,Reconnaissance,탐색형 공격,0.944,Medium,관찰 필요,84
E-46898,2026-06-11 22:10:49,192.168.1.197,10.0.0.57,TCP,Reconnaissance,탐색형 공격,0.9616,Medium,관찰 필요,84
E-48251,2026-06-11 22:10:22,192.168.1.150,10.0.0.10,TCP,Reconnaissance,탐색형 공격,0.9221,Medium,관찰 필요,84
E-48403,2026-06-11 22:10:10,192.168.1.102,10.0.0.12,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-48226,2026-06-11 22:09:24,192.168.1.125,10.0.0.35,TCP,Scanning,탐색형 공격,0.9826,Medium,관찰 필요,84
E-45366,2026-06-11 22:09:15,192.168.1.165,10.0.0.25,TCP,Injection,웹 공격,0.9996,High,확인 필요,100
E-49674,2026-06-11 22:08:47,192.168.1.173,10.0.0.33,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-47798,2026-06-11 22:08:34,192.168.1.197,10.0.0.57,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-45165,2026-06-11 22:08:30,192.168.1.164,10.0.0.24,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-49771,2026-06-11 22:08:26,192.168.1.170,10.0.0.30,TCP,Scanning,탐색형 공격,0.9854,Medium,관찰 필요,84
E-45578,2026-06-11 22:07:43,192.168.1.177,10.0.0.37,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-48754,2026-06-11 22:07:36,192.168.1.153,10.0.0.13,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-47919,2026-06-11 22:06:58,192.168.1.118,10.0.0.28,TCP,XSS,웹 공격,0.9596,High,확인 필요,96
E-46599,2026-06-11 22:05:51,192.168.1.198,10.0.0.58,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-46382,2026-06-11 22:05:34,192.168.1.181,10.0.0.41,TCP,Benign,정상 트래픽,0.9052,Low,정상,5
E-48039,2026-06-11 22:05:29,192.168.1.138,10.0.0.48,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-48389,2026-06-11 22:04:23,192.168.1.188,10.0.0.48,TCP,Reconnaissance,탐색형 공격,0.9998,Medium,관찰 필요,84
E-48204,2026-06-11 22:04:23,192.168.1.103,10.0.0.13,TCP,Injection,웹 공격,0.9371,High,확인 필요,94
E-47325,2026-06-11 22:04:21,192.168.1.124,10.0.0.34,TCP,Reconnaissance,탐색형 공격,0.9216,Medium,관찰 필요,84
E-47927,2026-06-11 22:04:09,192.168.1.126,10.0.0.36,TCP,Reconnaissance,탐색형 공격,0.9883,Medium,관찰 필요,84
E-46606,2026-06-11 22:04:05,192.168.1.105,10.0.0.15,TCP,Reconnaissance,탐색형 공격,0.968,Medium,관찰 필요,84
E-47333,2026-06-11 22:04:02,192.168.1.132,10.0.0.42,TCP,Scanning,탐색형 공격,0.9682,Medium,관찰 필요,84
E-46562,2026-06-11 22:03:53,192.168.1.161,10.0.0.21,TCP,Scanning,탐색형 공격,0.9724,Medium,관찰 필요,84
E-47915,2026-06-11 22:03:36,192.168.1.114,10.0.0.24,TCP,Injection,웹 공격,0.9997,High,확인 필요,100
E-48252,2026-06-11 22:03:25,192.168.1.151,10.0.0.11,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-47804,2026-06-11 22:03:16,192.168.1.103,10.0.0.13,TCP,Reconnaissance,탐색형 공격,0.5735,Medium,관찰 필요,57
E-47071,2026-06-11 22:03:10,192.168.1.170,10.0.0.30,TCP,Scanning,탐색형 공격,0.9615,Medium,관찰 필요,84
E-49058,2026-06-11 22:03:10,192.168.1.157,10.0.0.17,TCP,Reconnaissance,탐색형 공격,0.9274,Medium,관찰 필요,84
E-47515,2026-06-11 22:01:58,192.168.1.114,10.0.0.24,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-46480,2026-06-11 22:01:10,192.168.1.179,10.0.0.39,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-47224,2026-06-11 22:00:56,192.168.1.123,10.0.0.33,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-48810,2026-06-11 22:00:48,192.168.1.109,10.0.0.19,TCP,Benign,정상 트래픽,0.9411,Low,정상,5
E-48792,2026-06-11 22:00:38,192.168.1.191,10.0.0.51,TCP,Scanning,탐색형 공격,0.9785,Medium,관찰 필요,84
